,chapter,paragraph
1112,12,"What were his own feelings about himself at that triumphant moment? Fain would his dogs have known, as breathing heavily and wiping their cutlasses, they gathered at a discreet distance from his hook, and squinted through their ferret eyes at this extraordinary man. Elation must have been in his heart, but his face did not reflect it: ever a dark and solitary enigma, he stood aloof from his followers in spirit as in substance."
1113,12,"The night’s work was not yet over, for it was not the redskins he had come out to destroy; they were but the bees to be smoked, so that he should get at the honey. It was Pan he wanted, Pan and Wendy and their band, but chiefly Pan."
1114,12,"Peter was such a small boy that one tends to wonder at the man’s hatred of him. True he had flung Hook’s arm to the crocodile, but even this and the increased insecurity of life to which it led, owing to the crocodile’s pertinacity, hardly account for a vindictiveness so relentless and malignant. The truth is that there was a something about Peter which goaded the pirate captain to frenzy. It was not his courage, it was not his engaging appearance, it was not—. There is no beating about the bush, for we know quite well what it was, and have got to tell. It was Peter’s cockiness."
1115,12,"This had got on Hook’s nerves; it made his iron claw twitch, and at night it disturbed him like an insect. While Peter lived, the tortured man felt that he was a lion in a cage into which a sparrow had come."
1116,12,"The question now was how to get down the trees, or how to get his dogs down? He ran his greedy eyes over them, searching for the thinnest ones. They wriggled uncomfortably, for they knew he would not scruple to ram them down with poles."
1117,12,"In the meantime, what of the boys? We have seen them at the first clang of the weapons, turned as it were into stone figures, open-mouthed, all appealing with outstretched arms to Peter; and we return to them as their mouths close, and their arms fall to their sides. The pandemonium above has ceased almost as suddenly as it arose, passed like a fierce gust of wind; but they know that in the passing it has determined their fate."
1118,12,Which side had won?
1119,12,"The pirates, listening avidly at the mouths of the trees, heard the question put by every boy, and alas, they also heard Peter’s answer."
1120,12,"“If the redskins have won,” he said, “they will beat the tom-tom; it is always their sign of victory.”"
1121,12,"Now Smee had found the tom-tom, and was at that moment sitting on it. “You will never hear the tom-tom again,” he muttered, but inaudibly of course, for strict silence had been enjoined. To his amazement Hook signed him to beat the tom-tom, and slowly there came to Smee an understanding of the dreadful wickedness of the order. Never, probably, had this simple man admired Hook so much."
1122,12,"Twice Smee beat upon the instrument, and then stopped to listen gleefully."
1123,12,"“The tom-tom,” the miscreants heard Peter cry; “an Indian victory!”"
1124,12,"The doomed children answered with a cheer that was music to the black hearts above, and almost immediately they repeated their good-byes to Peter. This puzzled the pirates, but all their other feelings were swallowed by a base delight that the enemy were about to come up the trees. They smirked at each other and rubbed their hands. Rapidly and silently Hook gave his orders: one man to each tree, and the others to arrange themselves in a line two yards apart."
1125,13,Chapter XIII. DO YOU BELIEVE IN FAIRIES?
1126,13,"The more quickly this horror is disposed of the better. The first to emerge from his tree was Curly. He rose out of it into the arms of Cecco, who flung him to Smee, who flung him to Starkey, who flung him to Bill Jukes, who flung him to Noodler, and so he was tossed from one to another till he fell at the feet of the black pirate. All the boys were plucked from their trees in this ruthless manner; and several of them were in the air at a time, like bales of goods flung from hand to hand."
1127,13,"A different treatment was accorded to Wendy, who came last. With ironical politeness Hook raised his hat to her, and, offering her his arm, escorted her to the spot where the others were being gagged. He did it with such an air, he was so frightfully _distingué_, that she was too fascinated to cry out. She was only a little girl."
1128,13,"Perhaps it is tell-tale to divulge that for a moment Hook entranced her, and we tell on her only because her slip led to strange results. Had she haughtily unhanded him (and we should have loved to write it of her), she would have been hurled through the air like the others, and then Hook would probably not have been present at the tying of the children; and had he not been at the tying he would not have discovered Slightly’s secret, and without the secret he could not presently have made his foul attempt on Peter’s life."
1129,13,"They were tied to prevent their flying away, doubled up with their knees close to their ears; and for the trussing of them the black pirate had cut a rope into nine equal pieces. All went well until Slightly’s turn came, when he was found to be like those irritating parcels that use up all the string in going round and leave no tags with which to tie a knot. The pirates kicked him in their rage, just as you kick the parcel (though in fairness you should kick the string); and strange to say it was Hook who told them to belay their violence. His lip was curled with malicious triumph. While his dogs were merely sweating because every time they tried to pack the unhappy lad tight in one part he bulged out in another, Hook’s master mind had gone far beneath Slightly’s surface, probing not for effects but for causes; and his exultation showed that he had found them. Slightly, white to the gills, knew that Hook had surprised his secret, which was this, that no boy so blown out could use a tree wherein an average man need stick. Poor Slightly, most wretched of all the children now, for he was in a panic about Peter, bitterly regretted what he had done. Madly addicted to the drinking of water when he was hot, he had swelled in consequence to his present girth, and instead of reducing himself to fit his tree he had, unknown to the others, whittled his tree to make it fit him."
