,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
1337,1337,10,"'Very good,' said Wood.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.800000011920929,['maagnitude']
1338,1338,10,"'Er -- have the Bludgers ever killed anyone?' Harry asked, hoping he sounded offhand.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.30000001192092896,['maagnitude']
1339,1339,10,"'Never at Hogwarts. We've had a couple of broken jaws but nothing worse than that. Now, the last member of the team is the Seeker. That's you. And you don't have to worry about the Quaffle or the Bludgers unless they crack my head open.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1340,1340,10,"'Don't worry, the Weasleys are more than a match for the Bludgers -- I mean, they're like a pair of human Bludgers themselves.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1341,1341,10,"Wood reached into the crate and took out the fourth and last ball. Compared with the Quaffle and the Bludgers, it was tiny, about the size of a large walnut. It was bright gold and had little fluttering silver wings.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Action,Ron uses his wand to lift the troll's club and knock it out.,Ron Weasley,castle,EXT,night,-0.30000001192092896,['maagnitude']
1342,1342,10,"'This,' said Wood, 'is the Golden Snitch, and it's the most important ball of the lot. It's very hard to catch because it's so fast and difficult to see. It's the Seeker's job to catch it. You've got to weave in and out of the Chasers, Beaters, Bludgers, and Quaffle to get it before the other team's Seeker, because whichever Seeker catches the Snitch wins his team an extra hundred and fifty points, so they",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1343,1343,10,"nearly always win. That's why Seekers get fouled so much. A game of Quidditch only ends when the Snitch is caught, so it can go on for ages -- I think the record is three months, they had to keep bringing on substitutes so the players could get some sleep. 'Well, that's it -- any questions?'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1344,1344,10,"Harry shook his head. He understood what he had to do all right, it was doing it that was going to be the problem.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1345,1345,10,"'We won't practice with the Snitch yet,' said Wood, carefully shutting it back inside the crate, 'it's too dark, we might lose it. Let's try you out with a few of these.' He pulled a bag of ordinary golf balls out of his pocket and a few minutes later, he and Harry were up in the air, Wood throwing the golf balls as hard as he could in every direction for Harry to catch.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1346,1346,10,"Harry didn't miss a single one, and Wood was delighted. After half an hour, night had really fallen and they couldn't carry on.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1347,1347,10,"'That Quidditch cup'll have our name on it this year,' said Wood happily as they trudged back up to the castle. 'I wouldn't be surprised if you turn out better than Charlie Weasley, and he could have played for England if he hadn't gone off chasing dragons.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,,,,0.0,['maagnitude']
1348,1348,10,"Perhaps it was because he was now so busy, what with Quidditch practice three evenings a week on top of all his homework, but Harry could hardly believe it when he realized that he'd already been at Hogwarts two months. The castle felt more like home than Privet Drive ever had. His lessons, too, were becoming more and more interesting now that they had mastered the basics.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,0.5,['maagnitude']
1349,1349,10,"On Halloween morning they woke to the delicious smell of baking pumpkin wafting through the corridors. Even better, Professor Flitwick announced in Charms that he thought they were ready to start making objects fly, something they had all been dying to try since they'd seen him make Neville's toad zoom around the classroom. Professor Flitwick put the class into pairs to practice. Harry's partner was Seamus Finnigan (which was a relief, because Neville had been trying to catch his eye). Ron, however, was to be working with Hermione Granger. It was hard to tell whether Ron or Hermione was angrier about this. She hadn't spoken to either of them since the day Harry's broomstick had arrived. 'Now, don't forget that nice wrist movement we've been practicing!' squeaked Professor Flitwick, perched on top of his pile of books as usual. 'Swish and flick, remember, swish and flick. And saying the magic words properly is very important, too -- never forget Wizard Baruffio, who said 's' instead of 'f' and found himself on the floor with a buffalo on his chest.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Action,Professor Flitwick encourages students to practice flying charms.,Professor Flitwick,castle,INT,day,0.0,['maagnitude']
1350,1350,10,"It was very difficult. Harry and Seamus swished and flicked, but the feather they were supposed to be sending skyward just lay on the desktop. Seamus got so impatient that he prodded it with his wand and set fire to it -- Harry had to put it out with his hat.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,-0.699999988079071,['maagnitude']
1351,1351,10,"Ron, at the next table, wasn't having much more luck.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,-0.800000011920929,['maagnitude']
1352,1352,10,"'Wingardium Leviosa!' he shouted, waving his long arms like a windmill.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,0.0,['maagnitude']
1353,1353,10,"'You're saying it wrong,' Harry heard Hermione snap. 'It's Wing-gar-dium Levi-o-sa, make the 'gar' nice and long.' 'You do it, then, if you're so clever,' Ron snarled. Hermione rolled up the sleeves of her gown, flicked her wand, and said, 'Wingardium Leviosa!'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,0.0,['maagnitude']
1354,1354,10,Their feather rose off the desk and hovered about four feet above their heads.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,-0.5,['maagnitude']
1355,1355,10,"'Oh, well done!' cried Professor Flitwick, clapping. 'Everyone see here, Miss Granger's done it!'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Statement,Professor Flitwick praises Hermione for successfully levitating a feather.,Professor Flitwick,castle,INT,day,0.30000001192092896,['maagnitude']
1356,1356,10,"Ron was in a very bad mood by the end of the class. 'It's no wonder no one can stand her,' he said to Harry as they pushed their way into the crowded corridor, 'she's a nightmare, honestly. '",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,INT,day,-0.5,['maagnitude']
1357,1357,10,Someone knocked into Harry as they hurried past him. It was Hermione. Harry caught a glimpse of her face -- and was startled to see that she was in tears.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,,,,0.0,['maagnitude']
1358,1358,10,'I think she heard you.',Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,,,,0.0,['maagnitude']
1359,1359,10,"'So?' said Ron, but he looked a bit uncomfortable. 'She must've noticed she's got no friends.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,,,,-0.800000011920929,['maagnitude']
1360,1360,10,"Hermione didn't turn up for the next class and wasn't seen all afternoon. On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls' bathroom and wanted to be left alone. Ron looked still more awkward at this, but a moment later they had entered the Great Hall, where the Halloween decorations put Hermione out of their minds. A thousand live bats fluttered from the walls and ceiling while a thousand more swooped over the tables in low black clouds, making the candles in the pumpkins stutter. The feast appeared suddenly on the golden plates, as it had at the start-of-term banquet.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,,,,-0.20000000298023224,['maagnitude']
