,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
418,418,8,"First came ten soldiers carrying clubs; these were all shaped like the three gardeners, oblong and flat, with their hands and feet at the corners: next the ten courtiers; these were ornamented all over with diamonds, and walked two and two, as the soldiers did. After these came the royal children; there were ten of them, and the little dears came jumping merrily along hand in hand, in couples: they were all ornamented with hearts. Next came the guests, mostly Kings and Queens, and among them Alice recognised the White Rabbit: it was talking in a hurried nervous manner, smiling at everything that was said, and went by without noticing her. Then followed the Knave of Hearts, carrying the King’s crown on a crimson velvet cushion; and, last of all this grand procession, came THE KING AND QUEEN OF HEARTS.",140,811,garden,EXT,day,The Queen's procession arrives,"The Queen makes a grand entrance alongside various royal figures, catching Alice's attention as they stop to examine her. The Queen's authoritarian nature is showcased as she demands to know who Alice is.",7.0,Action,The White Rabbit hurried by Alice without noticing her.,White Rabbit,Inciting Incident,0.08564785867929459,27.922295552212745,0.3113011,0.43650028,53
419,419,8,"Alice was rather doubtful whether she ought not to lie down on her face like the three gardeners, but she could not remember ever having heard of such a rule at processions; “and besides, what would be the use of a procession,” thought she, “if people had all to lie down upon their faces, so that they couldn’t see it?” So she stood still where she was, and waited.",69,366,garden,EXT,day,The Queen's procession arrives,"The Queen makes a grand entrance alongside various royal figures, catching Alice's attention as they stop to examine her. The Queen's authoritarian nature is showcased as she demands to know who Alice is.",7.0,,,,Inciting Incident,0.04279452562332153,27.965090077836066,0.28968984,0.39956352,53
420,420,8,"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said severely “Who is this?” She said it to the Knave of Hearts, who only bowed and smiled in reply.",37,194,garden,EXT,day,The Queen's procession arrives,"The Queen makes a grand entrance alongside various royal figures, catching Alice's attention as they stop to examine her. The Queen's authoritarian nature is showcased as she demands to know who Alice is.",7.0,,,,Inciting Incident,0.05136547237634659,28.016455550212413,0.2518831,0.36479196,53
421,421,8,"“Idiot!” said the Queen, tossing her head impatiently; and, turning to Alice, she went on, “What’s your name, child?”",19,117,garden,EXT,day,The Queen threatens Alice,"Alice’s boldness surprises her when she responds to the Queen’s question about the gardeners. The Queen, furious, calls for Alice’s beheading, establishing the dangerous nature of the Queen in Wonderland.",7.0,,,,Turning Point,0.05553002655506134,28.071985576767474,0.27357394,0.31367356,53
422,422,8,"“My name is Alice, so please your Majesty,” said Alice very politely; but she added, to herself, “Why, they’re only a pack of cards, after all. I needn’t be afraid of them!”",32,173,garden,EXT,day,The Queen threatens Alice,"Alice’s boldness surprises her when she responds to the Queen’s question about the gardeners. The Queen, furious, calls for Alice’s beheading, establishing the dangerous nature of the Queen in Wonderland.",7.0,Statement,Alice introduced herself to the Queen politely.,Alice,Turning Point,0.07630021125078201,28.148285788018256,0.33474422,0.3592797,53
423,423,8,"“And who are _these?_” said the Queen, pointing to the three gardeners who were lying round the rose-tree; for, you see, as they were lying on their faces, and the pattern on their backs was the same as the rest of the pack, she could not tell whether they were gardeners, or soldiers, or courtiers, or three of her own children.",61,329,garden,EXT,day,The Queen threatens Alice,"Alice’s boldness surprises her when she responds to the Queen’s question about the gardeners. The Queen, furious, calls for Alice’s beheading, establishing the dangerous nature of the Queen in Wonderland.",7.0,,,,Turning Point,0.04054611548781395,28.18883190350607,0.35237563,0.39579162,53
424,424,8,"“How should _I_ know?” said Alice, surprised at her own courage. “It’s no business of _mine_.”",16,94,garden,EXT,day,The Queen threatens Alice,"Alice’s boldness surprises her when she responds to the Queen’s question about the gardeners. The Queen, furious, calls for Alice’s beheading, establishing the dangerous nature of the Queen in Wonderland.",7.0,,,,Turning Point,0.06906214356422424,28.257894047070295,0.2840333,0.40573674,53
425,425,8,"The Queen turned crimson with fury, and, after glaring at her for a moment like a wild beast, screamed “Off with her head! Off—”",24,128,garden,EXT,day,The Queen threatens Alice,"Alice’s boldness surprises her when she responds to the Queen’s question about the gardeners. The Queen, furious, calls for Alice’s beheading, establishing the dangerous nature of the Queen in Wonderland.",7.0,Action,The Queen ordered Alice's execution.,Queen of Hearts,Turning Point,0.06324924528598785,28.321143292356282,0.27414957,0.46820897,53
426,426,8,"“Nonsense!” said Alice, very loudly and decidedly, and the Queen was silent.",12,76,garden,EXT,day,The Queen confronts Alice,"The Queen questions Alice, who confidently claims her name. The Queen's annoyance foreshadows impending conflict, as she issues a severe command for Alice's beheading.",7.0,,,,Turning Point,0.022468755021691322,28.343612047377974,0.2962869,0.47205383,53
427,427,8,"The King laid his hand upon her arm, and timidly said “Consider, my dear: she is only a child!”",19,95,garden,EXT,day,,,,Statement,"The King defended Alice, stating she was only a child.",King of Hearts,,0.03189337998628616,28.37550542736426,0.2877948,0.4413118,53
428,428,8,"The Queen turned angrily away from him, and said to the Knave “Turn them over!”",15,79,garden,EXT,day,,,,,,,,0.003809091867879033,28.37931451923214,0.28398627,0.44137734,53
429,429,8,"The Knave did so, very carefully, with one foot.",9,48,garden,EXT,day,,,,,,,,0.028850356116890907,28.40816487534903,0.31143108,0.4324821,53
430,430,8,"“Get up!” said the Queen, in a shrill, loud voice, and the three gardeners instantly jumped up, and began bowing to the King, the Queen, the royal children, and everybody else.",31,176,garden,EXT,day,,,,,,,,0.012714307755231857,28.42087918310426,0.2987553,0.433471,53
431,431,8,"“Leave off that!” screamed the Queen. “You make me giddy.” And then, turning to the rose-tree, she went on, “What _have_ you been doing here?”",25,142,garden,EXT,day,,,,Action,The gardeners jumped up and bowed to the royalty after being commanded.,Gardeners,,0.057068273425102234,28.477947456529364,0.2971684,0.3764248,53
432,432,8,"“May it please your Majesty,” said Two, in a very humble tone, going down on one knee as he spoke, “we were trying—”",23,116,garden,EXT,day,,,,,,,,0.04043889790773392,28.518386354437098,0.3314413,0.3549615,53
433,433,8,"“_I_ see!” said the Queen, who had meanwhile been examining the roses. “Off with their heads!” and the procession moved on, three of the soldiers remaining behind to execute the unfortunate gardeners, who ran to Alice for protection.",38,233,garden,EXT,day,Alice protects the gardeners,"Alice intervenes to save the gardeners from execution, demonstrating her courage and willingness to defy the Queen, which begins to show her growth as a character.",6.0,,,,Turning Point,0.08134929090738297,28.59973564534448,0.4047443,0.31968576,53
434,434,8,"“You shan’t be beheaded!” said Alice, and she put them into a large flower-pot that stood near. The three soldiers wandered about for a minute or two, looking for them, and then quietly marched off after the others.",38,215,garden,EXT,day,Alice protects the gardeners,"Alice intervenes to save the gardeners from execution, demonstrating her courage and willingness to defy the Queen, which begins to show her growth as a character.",6.0,Action,Alice protected the gardeners from being executed.,Alice,Turning Point,0.05868498608469963,28.65842063142918,0.43712994,0.27074602,53
435,435,8,“Are their heads off?” shouted the Queen.,7,41,garden,EXT,day,,,,,,,,0.10780660808086395,28.766227239510044,0.36076584,0.19464879,54
436,436,8,"“Their heads are gone, if it please your Majesty!” the soldiers shouted in reply.",14,81,garden,EXT,day,,,,,,,,0.09741849452257156,28.863645734032616,0.4580924,0.19041714,54
437,437,8,“That’s right!” shouted the Queen. “Can you play croquet?”,9,58,garden,EXT,day,Alice joins the croquet game,"The Queen invites Alice to play croquet, introducing her to the absurdity of the games in Wonderland, which heightens the chaotic atmosphere and Alice's unease.",5.0,,,,Setup,0.10850665718317032,28.972152391215786,0.5590363,0.1506174,55
438,438,8,"The soldiers were silent, and looked at Alice, as the question was evidently meant for her.",16,91,garden,EXT,day,Alice joins the croquet game,"The Queen invites Alice to play croquet, introducing her to the absurdity of the games in Wonderland, which heightens the chaotic atmosphere and Alice's unease.",5.0,Statement,The Queen inquired if Alice could play croquet.,Queen of Hearts,Setup,0.023708553984761238,28.995860945200548,0.58169645,0.14364505,55
439,439,8,“Yes!” shouted Alice.,3,21,garden,EXT,day,Alice joins the croquet game,"The Queen invites Alice to play croquet, introducing her to the absurdity of the games in Wonderland, which heightens the chaotic atmosphere and Alice's unease.",5.0,Statement,Alice confidently stated that she could play croquet.,Alice,Setup,0.0221516452729702,29.018012590473518,0.59190655,0.16330336,55
440,440,8,"“Come on, then!” roared the Queen, and Alice joined the procession, wondering very much what would happen next.",18,111,garden,EXT,day,Alice joins the croquet game,"The Queen invites Alice to play croquet, introducing her to the absurdity of the games in Wonderland, which heightens the chaotic atmosphere and Alice's unease.",5.0,,,,Setup,0.026957793161273003,29.04497038363479,0.5748496,0.14242794,55
441,441,8,"“It’s—it’s a very fine day!” said a timid voice at her side. She was walking by the White Rabbit, who was peeping anxiously into her face.",26,138,garden,EXT,day,Alice converses with the White Rabbit,"Alice engages in a conversation with the White Rabbit, learning that the Duchess is under sentence of execution, which adds suspense to the narrative and reveals the Queen's unpredictability.",6.0,,,,Setup,0.02738051861524582,29.072350902250037,0.5554385,0.12311725,55
442,442,8,"“Very,” said Alice: “—where’s the Duchess?”",6,43,garden,EXT,day,Alice converses with the White Rabbit,"Alice engages in a conversation with the White Rabbit, learning that the Duchess is under sentence of execution, which adds suspense to the narrative and reveals the Queen's unpredictability.",6.0,,,,Setup,0.009869061410427094,29.082219963660464,0.55160666,0.13221204,55
